title	season	episode	rating	airdate
Bones	6	The Shallow in the Deep	8.0	11/11/2010
Bones	6	The Babe in the Bar	7.5	11/18/2010
Bones	6	The Twisted Bones in the Melted Truck	7.6	12/2/2010
Bones	6	The Doctor in the Photo	8.8	12/9/2010
Bones	6	The Body in the Bag	7.7	1/20/2011
Bones	6	The Bullet in the Brain	8.5	1/27/2011
Bones	6	The Sin in the Sisterhood	7.5	2/3/2011
Bones	6	The Daredevil in the Mold	7.8	2/10/2011
Bones	6	The Bikini in the Soup	7.8	2/17/2011
Bones	6	The Killer in the Crosshairs	8.0	3/10/2011
Bones	6	The Blackout in the Blizzard	8.5	3/17/2011
Bones	6	The Feet on the Beach	7.7	4/7/2011
Bones	6	The Truth in the Myth	7.6	4/14/2011
Bones	6	The Finder	7.6	4/21/2011
Bones	6	The Pinocchio in the Planter	7.5	4/28/2011
Bones	6	The Signs in the Silence	8.8	5/5/2011
Bones	6	The Hole in the Heart	9.1	5/12/2011
Bones	6	The Change in the Game	8.7	5/19/2011
Bones	7	The Memories in the Shallow Grave	8.2	11/3/2011
Bones	7	The Hot Dog in the Competition	8.0	11/10/2011
Bones	7	The Prince in the Plastic	7.9	11/17/2011
Bones	7	The Male in the Mail	8.0	12/1/2011
Bones	7	The Twist in the Twister	7.8	12/8/2011
Bones	7	The Crack in the Code	8.7	1/12/2012
Bones	7	The Prisoner in the Pipe	8.0	4/2/2012
Bones	7	The Bump in the Road	7.9	4/9/2012
Bones	7	The Don't in the Do	7.7	4/16/2012
Bones	7	The Warrior in the Wuss	7.6	4/23/2012
Bones	7	The Family in the Feud	7.7	4/30/2012
Bones	7	The Suit on the Set	8.0	5/7/2012
Bones	7	The Past in the Present	8.8	5/14/2012
Bones	8	The Future in the Past	8.5	9/17/2012
Bones	8	The Partners in the Divorce	7.9	9/24/2012
Bones	8	The Gunk in the Garage	8.1	10/1/2012
Bones	8	The Tiger in the Tale	7.6	10/8/2012
Bones	8	The Method in the Madness	7.7	11/5/2012
Bones	8	The Patriot in Purgatory	8.7	11/12/2012
Bones	8	The Bod in the Pod	7.8	11/19/2012
Bones	8	The But in the Joke	7.6	11/26/2012
Bones	8	The Ghost in the Machine	6.6	12/3/2012
Bones	8	The Diamond in the Rough	7.1	1/14/2013
Bones	8	The Archaeologist in the Cocoon	7.6	1/14/2013
Bones	8	The Corpse on the Canopy	8.5	1/21/2013
Bones	8	The Twist in the Plot	7.5	1/28/2013
Bones	8	The Doll in the Derby	7.5	2/4/2013
Bones	8	The Shot in the Dark	7.7	2/11/2013
Bones	8	The Friend in Need	7.7	2/18/2013
Bones	8	The Fact in the Fiction	7.5	2/25/2013
Bones	8	The Survivor in the Soap	7.6	3/4/2013
Bones	8	The Doom in the Gloom	7.6	3/18/2013
Bones	8	The Blood from the Stones	7.5	3/25/2013
Bones	8	The Maiden in the Mushrooms	7.3	4/1/2013
Bones	8	The Party in the Pants	7.4	4/15/2013
Bones	8	The Pathos in the Pathogens	8.4	4/22/2013
Bones	8	The Secret in the Siege	7.6	4/29/2013
Bones	9	The Secrets in the Proposal	7.8	9/16/2013
Bones	9	The Cheat in the Retreat	7.6	9/23/2013
Bones	9	El Carnicero en el Coche	7.6	9/30/2013
Bones	9	The Sense in the Sacrifice	8.2	10/7/2013
Bones	9	The Lady on the List	7.6	10/14/2013
Bones	9	The Woman in White	8.6	10/21/2013
Bones	9	The Nazi on the Honeymoon	7.3	11/4/2013
Bones	9	The Dude in the Dam	7.4	11/11/2013
Bones	9	The Fury in the Jury	7.8	11/15/2013
Bones	9	The Mystery in the Meat	7.6	11/22/2013
Bones	9	The Spark in the Park	7.8	12/6/2013
Bones	9	The Ghost in the Killer	7.6	1/10/2014
Bones	9	Big in the Philippines	8.3	1/17/2014
Bones	9	The Master in the Slop	7.8	1/24/2014
Bones	9	The Heiress in the Hill	7.8	1/31/2014
Bones	9	The Source in the Sludge	7.7	3/10/2014
Bones	9	The Repo Man in the Septic Tank	7.3	3/17/2014
Bones	9	The Carrot in the Kudzu	7.0	3/24/2014
Bones	9	The Turn in the Urn	7.5	3/31/2014
Bones	9	The High in the Low	7.7	4/7/2014
Bones	9	The Cold in the Case	7.4	4/14/2014
Bones	9	The Nail in the Coffin	7.9	4/21/2014
Bones	9	The Drama in the Queen	7.6	5/12/2014
Bones	9	The Recluse in the Recliner	8.9	5/19/2014
Bones	10	The Conspiracy in the Corpse	8.6	9/25/2014
Bones	10	The Lance to the Heart	8.3	10/2/2014
Bones	10	The Purging of the Pundit	7.2	10/9/2014
Bones	10	The Geek in the Guck	7.5	10/16/2014
Bones	10	The Corpse at the Convention	7.8	10/30/2014
Bones	10	The Lost Love in the Foreign Land	7.6	11/6/2014
Bones	10	The Money Maker on the Merry-Go-Round	7.3	11/13/2014
Bones	10	The Puzzler in the Pit	7.6	11/20/2014
Bones	10	The Mutilation of the Master Manipulator	7.5	12/4/2014
Bones	10	The 200th in the 10th	7.5	12/11/2014
Bones	10	The Psychic in the Soup	7.3	3/26/2015
Bones	10	The Teacher in the Books	7.7	4/2/2015
Bones	10	The Baker in the Bits	7.3	4/9/2015
Bones	10	The Putter in the Rough	7.3	4/16/2015
Bones	10	The Eye in the Sky	7.7	4/23/2015
Bones	10	The Big Beef at the Royal Diner	7.4	4/30/2015
Bones	10	The Lost in the Found	7.7	5/7/2015
Bones	10	The Verdict in the Victims	7.9	5/7/2015
Bones	10	The Murder in the Middle East	7.7	5/14/2015
Bones	10	The Woman in the Whirlpool	7.6	5/28/2015
Bones	10	The Life in the Light	7.7	6/4/2015
Bones	10	The Next in the Last	8.1	6/11/2015
Bones	11	The Final Chapter: The Hope in the Horror	8.4	9/2/2017
Bones	11	The Final Chapter: The Brain in the Bot	7.7	9/2/2017
Bones	11	The Final Chapter: The New Tricks in the Old Dogs	7.8	9/9/2017
Bones	11	The Final Chapter: The Price for the Past	8.1	9/9/2017
Bones	11	The Final Chapter: The Tutor in the Tussle	7.7	9/16/2017
Bones	11	The Final Chapter: The Flaw in the Saw	7.7	9/16/2017
Bones	11	The Final Chapter: The Scare in the Score	8.2	9/16/2017
Bones	11	The Final Chapter: The Grief and the Girl	7.8	9/16/2017
Bones	11	The Final Chapter: The Steal in the Wheels	7.6	9/23/2017
Bones	11	The Final Chapter: The Radioactive Panthers in the Party	7.5	9/23/2017
Bones	11	The Final Chapter: The Day in the Life	8.6	9/23/2017
Bones	11	The Final Chapter: The End in the End	8.3	9/23/2017
Breaking Bad	1	Pilot	8.9	10/9/2010
Breaking Bad	1	Cat's in the Bag...	8.7	1/27/2008
Breaking Bad	1	...And the Bag's in the River	8.7	2/10/2008
Breaking Bad	1	Cancer Man	8.2	2/17/2008
Breaking Bad	1	Gray Matter	8.3	2/24/2008
Breaking Bad	1	Crazy Handful of Nothin'	9.2	3/2/2008
Breaking Bad	1	A No-Rough-Stuff-Type Deal	8.8	10/30/2010
Breaking Bad	2	Seven Thirty-Seven	8.7	10/30/2010
Breaking Bad	2	Grilled	9.2	3/15/2009
Breaking Bad	2	Bit by a Dead Bee	8.3	3/22/2009
Breaking Bad	2	Down	8.1	3/29/2009
Breaking Bad	2	Breakage	8.3	4/5/2009
Breaking Bad	2	Peekaboo	8.8	4/12/2009
Breaking Bad	2	Negro Y Azul	8.7	4/19/2009
Breaking Bad	2	Better Call Saul	9.0	4/26/2009
Breaking Bad	2	4 Days Out	8.9	5/3/2009
Breaking Bad	2	Over	8.6	5/10/2009
Breaking Bad	2	Mandala	8.8	5/17/2009
Breaking Bad	2	Phoenix	9.1	5/24/2009
Breaking Bad	2	ABQ	9.1	12/11/2010
Breaking Bad	3	No Más	8.6	3/21/2010
Breaking Bad	3	Caballo sin Nombre	8.7	3/28/2010
Breaking Bad	3	I.F.T.	8.4	4/4/2010
Breaking Bad	3	Green Light	8.1	4/11/2010
Breaking Bad	3	Más	8.7	4/18/2010
Breaking Bad	3	Sunset	9.2	4/25/2010
Breaking Bad	3	One Minute	9.5	5/2/2010
Breaking Bad	3	I See You	8.8	5/9/2010
Breaking Bad	3	Kafkaesque	8.4	5/16/2010
Breaking Bad	3	Fly	7.6	5/23/2010
Breaking Bad	3	Abiquiu	8.5	5/30/2010
Breaking Bad	3	Half Measures	9.4	6/6/2010
Breaking Bad	3	Full Measure	9.5	6/13/2010
Breaking Bad	4	Box Cutter	9.1	7/17/2011
Breaking Bad	4	Thirty-Eight Snub	8.2	7/24/2011
Breaking Bad	4	Open House	7.9	7/31/2011
Breaking Bad	4	Bullet Points	8.7	8/7/2011
Breaking Bad	4	Shotgun	8.7	8/14/2011
Breaking Bad	4	Cornered	8.5	8/21/2011
Breaking Bad	4	Problem Dog	8.8	8/28/2011
Breaking Bad	4	Hermanos	9.1	9/4/2011
Breaking Bad	4	Bug	8.8	9/11/2011
Breaking Bad	4	Salud	9.5	9/18/2011
Breaking Bad	4	Crawl Space	9.5	9/25/2011
Breaking Bad	4	End Times	9.4	10/2/2011
Breaking Bad	4	Face Off	9.8	10/9/2011
Breaking Bad	5	Live Free or Die	9.2	7/15/2012
Breaking Bad	5	Madrigal	8.8	7/22/2012
Breaking Bad	5	Hazard Pay	8.8	7/29/2012
Breaking Bad	5	Fifty-One	8.8	8/5/2012
Breaking Bad	5	Dead Freight	9.5	8/12/2012
Breaking Bad	5	Buyout	8.8	8/19/2012
Breaking Bad	5	Say My Name	9.4	8/26/2012
Breaking Bad	5	Gliding Over All	9.5	9/2/2012
Breaking Bad	5	Blood Money	9.4	8/11/2013
Breaking Bad	5	Buried	9.0	8/18/2013
Breaking Bad	5	Confessions	9.5	8/25/2013
Breaking Bad	5	Rabid Dog	8.9	9/1/2013
Breaking Bad	5	To'hajiilee	9.7	9/8/2013
Breaking Bad	5	Ozymandias	9.9	9/15/2013
Breaking Bad	5	Granite State	9.6	9/22/2013
Breaking Bad	5	Felina	9.9	9/29/2013
Buffy contre les vampires	1	Unaired Pilot	7.8	#VALUE!
Buffy contre les vampires	1	Welcome to the Hellmouth	8.5	4/3/1998
Buffy contre les vampires	1	The Harvest	8.3	3/10/1997
Buffy contre les vampires	1	Witch	8.2	3/17/1997
Buffy contre les vampires	1	Teacher's Pet	7.6	3/24/1997
Buffy contre les vampires	1	Never Kill a Boy on the First Date	8.0	3/31/1997
Buffy contre les vampires	1	The Pack	8.0	4/7/1997
Buffy contre les vampires	1	Angel	8.9	4/14/1997
Buffy contre les vampires	1	I, Robot... You, Jane	7.4	4/28/1997
Buffy contre les vampires	1	The Puppet Show	8.2	5/5/1997
Buffy contre les vampires	1	Nightmares	8.6	5/12/1997
Buffy contre les vampires	1	Out of Mind, Out of Sight	8.2	5/19/1997
Buffy contre les vampires	1	Prophecy Girl	9.1	7/3/1998
Buffy contre les vampires	2	When She Was Bad	8.6	9/18/1998
Buffy contre les vampires	2	Some Assembly Required	7.7	9/22/1997
Buffy contre les vampires	2	School Hard	9.1	9/29/1997
Buffy contre les vampires	2	Inca Mummy Girl	7.8	10/6/1997
Buffy contre les vampires	2	Reptile Boy	7.8	10/13/1997
Buffy contre les vampires	2	Halloween	9.1	10/27/1997
Buffy contre les vampires	2	Lie to Me	8.7	11/3/1997
Buffy contre les vampires	2	The Dark Age	8.3	11/10/1997
Buffy contre les vampires	2	What's My Line?: Part 1	8.7	11/17/1997
Buffy contre les vampires	2	What's My Line?: Part 2	8.9	11/24/1997
Buffy contre les vampires	2	Ted	8.1	12/8/1997
Buffy contre les vampires	2	Bad Eggs	6.7	1/12/1998
Buffy contre les vampires	2	Surprise	9.0	1/19/1998
Buffy contre les vampires	2	Innocence	9.4	1/20/1998
Buffy contre les vampires	2	Phases	8.5	1/27/1998
Buffy contre les vampires	2	Bewitched, Bothered and Bewildered	9.0	2/10/1998
Buffy contre les vampires	2	Passion	9.5	2/13/1999
Buffy contre les vampires	2	Killed by Death	8.0	3/3/1998
Buffy contre les vampires	2	I Only Have Eyes for You	8.9	4/21/1998
Buffy contre les vampires	2	Go Fish	6.9	5/5/1998
Buffy contre les vampires	2	Becoming: Part 1	9.3	3/13/1999
Buffy contre les vampires	2	Becoming: Part 2	9.6	3/20/1999
Buffy contre les vampires	3	Anne	8.4	10/9/1999
Buffy contre les vampires	3	Dead Man's Party	8.2	10/6/1998
Buffy contre les vampires	3	Faith, Hope & Trick	8.7	10/13/1998
Buffy contre les vampires	3	Beauty and the Beasts	8.2	10/20/1998
Buffy contre les vampires	3	Homecoming	8.6	11/3/1998
Buffy contre les vampires	3	Band Candy	9.0	11/10/1998
Buffy contre les vampires	3	Revelations	8.7	11/17/1998
Buffy contre les vampires	3	Lovers Walk	8.8	11/24/1998
Buffy contre les vampires	3	The Wish	9.4	12/8/1998
Buffy contre les vampires	3	Amends	8.8	12/15/1998
Buffy contre les vampires	3	Gingerbread	6.2	1/12/1999
Buffy contre les vampires	3	Helpless	8.8	1/19/1999
Buffy contre les vampires	3	The Zeppo	9.0	1/26/1999
Buffy contre les vampires	3	Bad Girls	8.8	2/9/1999
Buffy contre les vampires	3	Consequences	8.7	2/16/1999
Buffy contre les vampires	3	Doppelgangland	9.4	2/23/1999
Buffy contre les vampires	3	Enemies	9.0	3/16/1999
Buffy contre les vampires	3	Earshot	9.1	9/28/1999
Buffy contre les vampires	3	Choices	8.7	5/4/1999
Buffy contre les vampires	3	The Prom	9.1	5/11/1999
Buffy contre les vampires	3	Graduation Day: Part 1	9.2	5/18/1999
Buffy contre les vampires	3	Graduation Day: Part 2	9.4	3/18/2000
Buffy contre les vampires	4	The Freshman	8.4	6/8/2000
Buffy contre les vampires	4	Living Conditions	8.2	10/12/1999
Buffy contre les vampires	4	The Harsh Light of Day	8.6	10/19/1999
Buffy contre les vampires	4	Fear Itself	8.9	10/26/1999
Buffy contre les vampires	4	Beer Bad	5.0	11/2/1999
Buffy contre les vampires	4	Wild at Heart	8.6	11/9/1999
Buffy contre les vampires	4	The Initiative	8.2	7/20/2000
Buffy contre les vampires	4	Pangs	8.7	11/23/1999
Buffy contre les vampires	4	Something Blue	9.2	11/30/1999
Buffy contre les vampires	4	Hush	9.7	8/10/2000
Buffy contre les vampires	4	Doomed	8.3	1/18/2000
Buffy contre les vampires	4	A New Man	8.8	1/25/2000
Buffy contre les vampires	4	The I in Team	6.2	2/8/2000
Buffy contre les vampires	4	Goodbye Iowa	5.8	2/15/2000
Buffy contre les vampires	4	This Year's Girl	8.9	2/22/2000
Buffy contre les vampires	4	Who Are You?	9.3	2/29/2000
Buffy contre les vampires	4	Superstar	5.7	4/4/2000
Buffy contre les vampires	4	Where the Wild Things Are	7.3	4/25/2000
Buffy contre les vampires	4	New Moon Rising	8.7	5/2/2000
Buffy contre les vampires	4	The Yoko Factor	8.7	5/9/2000
Buffy contre les vampires	4	Primeval	8.9	5/16/2000
Buffy contre les vampires	4	Restless	9.2	11/2/2000
Buffy contre les vampires	5	Buffy vs. Dracula	8.3	5/26/2001
Buffy contre les vampires	5	Real Me	6.5	10/3/2000
Buffy contre les vampires	5	The Replacement	8.6	10/10/2000
Buffy contre les vampires	5	Out of My Mind	8.2	10/17/2000
Buffy contre les vampires	5	No Place Like Home	7.1	10/24/2000
Buffy contre les vampires	5	Family	7.1	11/7/2000
Buffy contre les vampires	5	Fool for Love	9.4	6/7/2001
Buffy contre les vampires	5	Shadow	6.4	11/21/2000
Buffy contre les vampires	5	Listening to Fear	5.9	11/28/2000
Buffy contre les vampires	5	Into the Woods	6.5	12/19/2000
Buffy contre les vampires	5	Triangle	7.0	1/9/2001
Buffy contre les vampires	5	Checkpoint	8.8	1/23/2001
Buffy contre les vampires	5	Blood Ties	8.7	2/6/2001
Buffy contre les vampires	5	Crush	9.0	2/13/2001
Buffy contre les vampires	5	I Was Made to Love You	6.2	2/20/2001
Buffy contre les vampires	5	The Body	9.7	2/27/2001
Buffy contre les vampires	5	Forever	8.7	4/17/2001
Buffy contre les vampires	5	Intervention	8.9	4/24/2001
Buffy contre les vampires	5	Tough Love	7.0	5/1/2001
Buffy contre les vampires	5	Spiral	7.1	5/8/2001
Buffy contre les vampires	5	The Weight of the World	7.0	5/15/2001
Buffy contre les vampires	5	The Gift	9.7	9/20/2001
Buffy contre les vampires	6	Bargaining: Part 1	7.1	6/4/2002
Buffy contre les vampires	6	Bargaining: Part 2	7.2	10/2/2001
Buffy contre les vampires	6	After Life	7.0	10/9/2001
Buffy contre les vampires	6	Flooded	6.4	10/16/2001
Buffy contre les vampires	6	Life Serial	7.0	10/23/2001
Buffy contre les vampires	6	All the Way	6.2	10/30/2001
Buffy contre les vampires	6	Once More, with Feeling	9.8	6/25/2002
Buffy contre les vampires	6	Tabula Rasa	9.4	11/13/2001
Buffy contre les vampires	6	Smashed	7.0	11/20/2001
Buffy contre les vampires	6	Wrecked	6.8	11/27/2001
Buffy contre les vampires	6	Gone	7.0	1/8/2002
Buffy contre les vampires	6	Doublemeat Palace	5.7	1/29/2002
Buffy contre les vampires	6	Dead Things	6.7	2/5/2002
Buffy contre les vampires	6	Older and Far Away	6.8	2/12/2002
Buffy contre les vampires	6	As You Were	5.7	2/26/2002
Buffy contre les vampires	6	Hell's Bells	8.2	3/5/2002
Buffy contre les vampires	6	Normal Again	7.2	3/12/2002
Buffy contre les vampires	6	Entropy	7.0	4/30/2002
Buffy contre les vampires	6	Seeing Red	7.2	5/7/2002
Buffy contre les vampires	6	Villains	7.4	5/14/2002
Buffy contre les vampires	6	Two to Go	7.4	5/21/2002
Buffy contre les vampires	6	Grave	7.5	8/13/2002
Buffy contre les vampires	7	Lessons	6.9	9/24/2002
Buffy contre les vampires	7	Beneath You	7.1	10/1/2002
Buffy contre les vampires	7	Same Time, Same Place	7.1	10/8/2002
Buffy contre les vampires	7	Help	7.0	10/15/2002
Buffy contre les vampires	7	Selfless	9.1	10/22/2002
Buffy contre les vampires	7	Him	6.3	11/5/2002
Buffy contre les vampires	7	Conversations with Dead People	8.9	11/12/2002
Buffy contre les vampires	7	Sleeper	7.0	11/19/2002
Buffy contre les vampires	7	Never Leave Me	6.9	11/26/2002
Buffy contre les vampires	7	Bring on the Night	6.8	12/17/2002
Buffy contre les vampires	7	Showtime	7.1	1/7/2003
Buffy contre les vampires	7	Potential	6.7	1/21/2003
Buffy contre les vampires	7	The Killer in Me	6.3	2/4/2003
Buffy contre les vampires	7	First Date	6.5	2/11/2003
Buffy contre les vampires	7	Get It Done	6.7	2/18/2003
Buffy contre les vampires	7	Storyteller	7.1	2/25/2003
Buffy contre les vampires	7	Lies My Parents Told Me	9.2	3/25/2003
Buffy contre les vampires	7	Dirty Girls	8.8	4/15/2003
Buffy contre les vampires	7	Empty Places	6.8	4/29/2003
Buffy contre les vampires	7	Touched	8.9	5/6/2003
Buffy contre les vampires	7	End of Days	9.0	5/13/2003
Buffy contre les vampires	7	Chosen	9.5	5/20/2003
Castle	1	Flowers for Your Grave	8.6	7/5/2010
Castle	1	Nanny McDead	7.9	3/16/2009
Castle	1	Hedge Fund Homeboys	8.0	3/23/2009
Castle	1	Hell Hath No Fury	7.9	3/30/2009
Castle	1	A Chill Goes Through Her Veins	8.3	4/6/2009
Castle	1	Always Buy Retail	8.0	4/13/2009
Castle	1	Home Is Where the Heart Stops	8.3	4/20/2009
Castle	1	Ghosts	8.1	4/27/2009
Castle	1	Little Girl Lost	8.0	5/4/2009
Castle	1	A Death in the Family	8.5	5/11/2009
Castle	2	Deep in Death	8.3	9/21/2009
Castle	2	The Double Down	8.5	9/28/2009
Castle	2	Inventing the Girl	8.1	10/5/2009
Castle	2	Fool Me Once...	8.6	10/12/2009
Castle	2	When the Bough Breaks	8.5	10/19/2009
Castle	2	Vampire Weekend	8.7	10/26/2009
Castle	2	Famous Last Words	8.0	11/2/2009
Castle	2	Kill the Messenger	8.2	11/9/2009
Castle	2	Love Me Dead	8.4	11/16/2009
Castle	2	One Man's Treasure	8.3	11/23/2009
Castle	2	The Fifth Bullet	8.7	12/7/2009
Castle	2	A Rose for Everafter	8.6	1/11/2010
Castle	2	Sucker Punch	9.0	1/18/2010
Castle	2	The Third Man	8.5	1/25/2010
Castle	2	Suicide Squeeze	7.9	2/8/2010
Castle	2	The Mistress Always Spanks Twice	8.3	3/8/2010
Castle	2	Tick, Tick, Tick...	9.2	3/22/2010
Castle	2	Boom!	9.1	3/29/2010
Castle	2	Wrapped Up in Death	8.2	4/5/2010
Castle	2	The Late Shaft	8.1	4/12/2010
Castle	2	Den of Thieves	8.4	4/19/2010
Castle	2	Food to Die For	8.2	5/3/2010
Castle	2	Overkill	8.0	5/10/2010
Castle	2	A Deadly Game	8.8	5/17/2010
Castle	3	A Deadly Affair	8.6	9/20/2010
Castle	3	He's Dead, She's Dead	8.1	9/27/2010
Castle	3	Under the Gun	8.4	10/4/2010
Castle	3	Punked	8.6	10/11/2010
Castle	3	Anatomy of a Murder	8.4	10/18/2010
Castle	3	3XK	8.9	10/25/2010
Castle	3	Almost Famous	7.8	11/1/2010
Castle	3	Murder Most Fowl	8.2	11/8/2010
Castle	3	Close Encounters of the Murderous Kind	8.6	11/15/2010
Castle	3	Last Call	8.6	12/6/2010
Castle	3	Nikki Heat	8.9	1/3/2011
Castle	3	Poof, You're Dead	8.4	1/10/2011
Castle	3	Knockdown	9.3	1/24/2011
Castle	3	Lucky Stiff	8.2	2/7/2011
Castle	3	The Final Nail	8.3	2/14/2011
Castle	3	Setup	8.8	2/21/2011
Castle	3	Countdown	9.0	2/28/2011
Castle	3	One Life to Lose	8.0	3/21/2011
Castle	3	Law & Murder	8.4	3/28/2011
Castle	3	Slice of Death	8.1	4/4/2011
Castle	3	The Dead Pool	8.0	4/11/2011
Castle	3	To Love and Die in L.A.	8.8	5/2/2011
Castle	3	Pretty Dead	7.9	5/9/2011
Castle	3	Knockout	9.4	5/16/2011
Castle	4	Rise	8.8	9/19/2011
Castle	4	Heroes and Villains	8.6	9/26/2011
Castle	4	Head Case	8.0	10/3/2011
Castle	4	Kick the Ballistics	8.4	10/10/2011
Castle	4	Eye of the Beholder	8.5	10/17/2011
Castle	4	Demons	8.6	10/24/2011
Castle	4	Cops & Robbers	9.2	10/31/2011
Castle	4	Heartbreak Hotel	8.0	11/7/2011
Castle	4	Kill Shot	8.7	11/21/2011
Castle	4	Cuffed	9.0	12/5/2011
Castle	4	Til Death Do Us Part	8.5	1/9/2012
Castle	4	Dial M for Mayor	8.4	1/16/2012
Castle	4	An Embarrassment of Bitches	8.2	1/23/2012
Castle	4	The Blue Butterfly	9.0	2/6/2012
Castle	4	Pandora	8.9	2/13/2012
Castle	4	Linchpin	8.8	2/20/2012
Castle	4	Once Upon a Crime	8.3	2/27/2012
Castle	4	A Dance with Death	7.8	3/19/2012
Castle	4	47 Seconds	8.7	3/26/2012
Castle	4	The Limey	8.1	4/2/2012
Castle	4	Headhunters	8.6	4/16/2012
Castle	4	Undead Again	8.9	4/30/2012
Castle	4	Always	9.5	5/7/2012
Castle	5	After the Storm	9.2	9/24/2012
Castle	5	Cloudy with a Chance of Murder	8.5	10/1/2012
Castle	5	Secret's Safe with Me	8.5	10/8/2012
Castle	5	Murder He Wrote	9.0	10/15/2012
Castle	5	Probable Cause	9.3	10/29/2012
Castle	5	The Final Frontier	8.9	11/5/2012
Castle	5	Swan Song	8.0	11/12/2012
Castle	5	After Hours	8.4	11/19/2012
Castle	5	Secret Santa	8.4	12/3/2012
Castle	5	Significant Others	8.4	1/7/2013
Castle	5	Under the Influence	7.8	1/14/2013
Castle	5	Death Gone Crazy	7.8	1/21/2013
Castle	5	Recoil	8.5	2/4/2013
Castle	5	Reality Star Struck	8.1	2/11/2013
Castle	5	Target	9.3	2/18/2013
Castle	5	Hunt	9.4	2/25/2013
Castle	5	Scared to Death	8.4	3/18/2013
Castle	5	The Wild Rover	8.7	3/25/2013
Castle	5	The Lives of Others	9.3	4/1/2013
Castle	5	The Fast and the Furriest	7.7	4/15/2013
Castle	5	The Squab and the Quail	8.0	4/22/2013
Castle	5	Still	8.8	4/29/2013
Castle	5	The Human Factor	8.2	5/6/2013
Castle	5	Watershed	8.5	5/13/2013
Castle	6	Valkyrie	8.6	9/23/2013
Castle	6	Dreamworld	8.2	9/30/2013
Castle	6	Need to Know	8.0	10/7/2013
Castle	6	Number One Fan	8.5	10/14/2013
Castle	6	Time Will Tell	9.0	10/21/2013
Castle	6	Get a Clue	8.1	10/28/2013
Castle	6	Like Father, Like Daughter	8.6	11/4/2013
Castle	6	A Murder Is Forever	7.8	11/11/2013
Castle	6	Disciple	9.1	11/18/2013
Castle	6	The Good, the Bad & the Baby	8.5	11/25/2013
Castle	6	Under Fire	8.8	1/6/2014
Castle	6	Deep Cover	8.7	1/13/2014
Castle	6	Limelight	8.3	1/20/2014
Castle	6	Dressed to Kill	8.1	2/3/2014
Castle	6	Smells Like Teen Spirit	8.5	2/17/2014
Castle	6	Room 147	8.4	2/24/2014
Castle	6	In the Belly of the Beast	8.9	3/3/2014
Castle	6	The Way of the Ninja	8.5	3/17/2014
Castle	6	The Greater Good	8.1	3/24/2014
Castle	6	That '70s Show	8.5	4/21/2014
Castle	6	Law & Boarder	7.6	4/28/2014
Castle	6	Veritas	9.3	5/5/2014
Castle	6	For Better or Worse	8.0	5/12/2014
Castle	7	Driven	8.3	9/29/2014
Castle	7	Montreal	8.4	10/6/2014
Castle	7	Clear & Present Danger	8.2	10/13/2014
Castle	7	Child's Play	8.2	10/20/2014
Castle	7	Meme Is Murder	8.3	10/27/2014
Castle	7	The Time of Our Lives	8.8	11/10/2014
Castle	7	Once Upon a Time in the West	8.4	11/17/2014
Castle	7	Kill Switch	8.3	11/24/2014
Castle	7	Last Action Hero	7.9	12/1/2014
Castle	7	Bad Santa	8.2	12/8/2014
Castle	7	Castle, P.I.	8.8	1/12/2015
Castle	7	Private Eye Caramba!	8.1	1/19/2015
Castle	7	I, Witness	8.4	2/2/2015
Castle	7	Resurrection	9.2	2/9/2015
Castle	7	Reckoning	9.3	2/16/2015
Castle	7	The Wrong Stuff	8.3	2/23/2015
Castle	7	Hong Kong Hustle	8.1	3/16/2015
Castle	7	At Close Range	8.4	3/23/2015
Castle	7	Habeas Corpse	8.0	3/30/2015
Castle	7	Sleeper	7.9	4/20/2015
Castle	7	In Plane Sight	8.3	4/27/2015
Castle	7	Dead from New York	7.7	5/4/2015
Castle	7	Hollander's Woods	8.8	5/11/2015
Castle	8	XY	8.5	9/26/2016
Castle	8	XX	7.4	10/3/2016
Castle	8	PhDead	7.8	10/10/2016
Castle	8	What Lies Beneath	7.6	10/17/2016
Castle	8	The Nose	8.4	10/24/2016
Castle	8	Cool Boys	8.3	10/31/2016
Castle	8	The Last Seduction	8.2	11/7/2016
Castle	8	Mr. & Mrs. Castle	8.0	11/14/2016
Castle	8	Tone Death	8.1	11/21/2016
Castle	8	Witness for the Prosecution	8.3	11/28/2016
Castle	8	Dead Red	8.3	12/5/2016
Castle	8	The Blame Game	8.7	12/12/2016
Castle	8	And Justice for All	7.9	1/2/2017
Castle	8	G.D.S.	8.1	1/9/2017
Castle	8	Fidelis Ad Mortem	8.1	1/16/2017
Castle	8	Heartbreaker	8.4	1/23/2017
Castle	8	Death Wish	7.9	1/30/2017
Castle	8	Backstabber	7.8	2/6/2017
Castle	8	Dead Again	8.3	2/13/2017
Castle	8	Much Ado About Murder	7.8	2/20/2017
Castle	8	Hell to Pay	8.3	2/27/2017
Castle	8	Crossfire	7.4	3/6/2017
Daredevil	1	Into the Ring	8.6	4/10/2015
Daredevil	1	Cut Man	9.0	4/10/2015
Daredevil	1	Rabbit in a Snowstorm	8.5	4/10/2015
Daredevil	1	In the Blood	8.8	4/10/2015
Daredevil	1	World on Fire	8.9	4/10/2015
Daredevil	1	Condemned	9.0	4/10/2015
Daredevil	1	Stick	8.8	4/10/2015
Daredevil	1	Shadows in the Glass	9.0	4/10/2015
